Mtp	DMV	Lumi	Best_Indiv Best_ATL Best_CMS	Best_Com	Overall_Best
1200	0.025	1	2.092	3.097	1.496	2.781	3.097
1200	0.125	1	2.332	3.327	1.839	3.53	3.53
1200	0.225	1	2.848	4	2.731	4.022	4.022
1200	0.325	1	3.63	4.923	2.57	5.105	5.105
1200	0.425	1	3.832	4.813	-1	4.813	4.813
1200	0.525	1	4.612	5.825	2.033	5.569	5.825
1200	0.625	1	4.889	6.632	-1	6.632	6.632
1200	0.725	1	6.478	6.895	3.506	7.056	7.056
1200	0.825	1	6.126	6.524	3.449	6.788	6.788
1200	0.925	1	2.142	3.06	2.395	3.372	3.372
1300	0.025	1	1.513	2.023	1.286	2.073	2.073
1300	0.125	1	1.503	2.257	1.218	2.109	2.257
1300	0.225	1	2.016	2.694	1.49	2.551	2.694
1300	0.325	1	2.07	2.663	1.467	2.516	2.663
1300	0.425	1	2.294	3.159	-1	3.159	3.159
1300	0.525	1	2.919	3.721	-1	3.721	3.721
1300	0.625	1	3.233	4.782	-1	4.782	4.782
1300	0.725	1	3.906	5.064	-1	5.064	5.064
1300	0.825	1	3.599	3.27	2.422	3.931	3.931
1300	0.925	1	1.612	1.951	1.172	1.935	1.951
1400	0.025	1	1.037	1.296	0.5377	1.31	1.31
1400	0.125	1	1.24	1.53	1.046	1.606	1.606
1400	0.225	1	1.279	1.662	1.022	1.86	1.86
1400	0.325	1	1.568	1.976	1.226	1.86	1.976
1400	0.425	1	1.569	2.004	-1	2.004	2.004
1400	0.525	1	1.895	2.646	-1	2.646	2.646
1400	0.625	1	2.308	3.191	-1	3.191	3.191
1400	0.725	1	2.643	3.783	-1	3.783	3.783
1400	0.825	1	2.623	2.532	1.597	2.854	2.854
1400	0.925	1	1.218	1.387	1.103	1.603	1.603
1500	0.025	1	0.7202	0.8732	0.5641	0.8451	0.8732
1500	0.125	1	1.027	0.928	0.6076	0.9678	1.027
1500	0.225	1	0.9201	1.038	0.6147	1.022	1.038
1500	0.325	1	1.063	1.297	0.6008	1.271	1.297
1500	0.425	1	1.254	1.565	0.7013	1.516	1.565
1500	0.525	1	1.552	2.078	-1	2.078	2.078
1500	0.625	1	1.766	2.402	-1	2.402	2.402
1500	0.725	1	1.836	2.597	-1	2.597	2.597
1500	0.825	1	1.727	1.727	1.32	1.817	1.817
1500	0.925	1	0.7836	0.9282	0.8282	1.158	1.158
1600	0.025	1	0.6006	0.5244	0.3282	0.5326	0.6006
1600	0.125	1	0.6341	0.5809	0.3475	0.5748	0.6341
1600	0.225	1	0.6287	0.5958	0.4043	0.6347	0.6347
1600	0.325	1	0.7649	0.9323	0.3569	0.8447	0.9323
1600	0.425	1	0.937	1.183	0.3962	1.019	1.183
1600	0.525	1	1.006	1.301	0.5064	1.189	1.301
1600	0.625	1	1.222	1.595	-1	1.595	1.595
1600	0.725	1	1.506	1.943	-1	1.943	1.943
1600	0.825	1	1.192	1.192	0.8224	1.167	1.192
1600	0.925	1	0.5421	0.6014	0.4637	0.6931	0.6931
1700	0.025	1	0.3115	0.2906	0.1363	0.307	0.3115
1700	0.125	1	0.3803	0.3125	0.2364	0.3559	0.3803
1700	0.225	1	0.4791	0.4144	0.2784	0.4849	0.4849
1700	0.325	1	0.5	0.635	0.2403	0.5742	0.635
1700	0.425	1	0.5988	0.7628	0.286	0.6873	0.7628
1700	0.525	1	0.7186	0.9305	0.3495	0.839	0.9305
1700	0.625	1	0.8744	1.151	-1	1.151	1.151
1700	0.725	1	0.9431	1.301	-1	1.301	1.301
1700	0.825	1	0.706	0.7587	0.4947	0.7892	0.7892
1700	0.925	1	0.3818	0.3792	0.3446	0.4434	0.4434
1800	0.025	1	0.2423	0.1897	0.1051	0.2141	0.2423
1800	0.125	1	0.237	0.2239	0.1225	0.2513	0.2513
1800	0.225	1	0.3022	0.2516	0.1355	0.2806	0.3022
1800	0.325	1	0.3181	0.3896	0.1539	0.3583	0.3896
1800	0.425	1	0.4071	0.5167	0.1763	0.4496	0.5167
1800	0.525	1	0.459	0.5919	0.2132	0.5253	0.5919
1800	0.625	1	0.5763	0.7667	-1	0.7667	0.7667
1800	0.725	1	0.6696	0.861	-1	0.861	0.861
1800	0.825	1	0.4324	0.4324	0.3139	0.4467	0.4467
1800	0.925	1	0.2665	0.2665	0.205	0.2865	0.2865
1900	0.025	1	0.148	0.1203	0.06592	0.1351	0.148
1900	0.125	1	0.1679	0.1956	0.07333	0.1762	0.1956
1900	0.225	1	0.1835	0.2222	0.08835	0.2048	0.2222
1900	0.325	1	0.2238	0.2758	0.09192	0.238	0.2758
1900	0.425	1	0.2614	0.3378	-1	0.3378	0.3378
1900	0.525	1	0.2981	0.389	0.1209	0.3276	0.389
1900	0.625	1	0.3545	0.4842	-1	0.4842	0.4842
1900	0.725	1	0.4511	0.5987	-1	0.5987	0.5987
1900	0.825	1	0.2781	0.2638	0.1836	0.2648	0.2781
1900	0.925	1	0.2133	0.1817	0.1402	0.1958	0.2133
2000	0.025	1	0.1007	0.07374	0.04118	0.08348	0.1007
2000	0.125	1	0.09695	0.1131	0.04897	0.1079	0.1131
2000	0.225	1	0.115	0.1382	0.04806	0.1211	0.1382
2000	0.325	1	0.1494	0.1804	0.05461	0.1505	0.1804
2000	0.425	1	0.1744	0.2216	0.06821	0.186	0.2216
2000	0.525	1	0.2045	0.2707	-1	0.2707	0.2707
2000	0.625	1	0.2482	0.3293	-1	0.3293	0.3293
2000	0.725	1	0.2964	0.3907	-1	0.3907	0.3907
2000	0.825	1	0.3324	0.4202	-1	0.4202	0.4202
2000	0.925	1	0.1232	0.1143	0.09026	0.1252	0.1252
2100	0.025	1	0.06407	0.04527	-1	0.04527	0.06407
2100	0.125	1	0.06878	0.07921	0.02801	0.06982	0.07921
2100	0.225	1	0.07593	0.09314	0.03227	0.08149	0.09314
2100	0.325	1	0.09084	0.1102	0.03601	0.09438	0.1102
2100	0.425	1	0.101	0.1275	0.04133	0.1089	0.1275
2100	0.525	1	0.1314	0.1702	-1	0.1702	0.1702
2100	0.625	1	0.1536	0.2061	-1	0.2061	0.2061
2100	0.725	1	0.1999	0.2632	-1	0.2632	0.2632
2100	0.825	1	0.2071	0.2649	-1	0.2649	0.2649
2100	0.925	1	0.08966	0.08072	0.05132	0.09101	0.09101
2200	0.025	1	0.03731	0.0442	0.01533	0.03868	0.0442
2200	0.125	1	0.04234	0.02704	0.01908	0.03225	0.04234
2200	0.225	1	0.05036	0.05973	-1	0.05973	0.05973
2200	0.325	1	0.05709	0.07013	-1	0.07013	0.07013
2200	0.425	1	0.07243	0.08773	0.0271	0.07372	0.08773
2200	0.525	1	0.08069	0.1082	-1	0.1082	0.1082
2200	0.625	1	0.09899	0.134	-1	0.134	0.134
2200	0.725	1	0.1197	0.1656	-1	0.1656	0.1656
2200	0.825	1	0.1415	0.1836	-1	0.1836	0.1836
2200	0.925	1	0.06203	0.05626	0.03344	0.06127	0.06203
2300	0.025	1	0.02327	0.01735	0.008518	0.01865	0.02327
2300	0.125	1	0.02789	0.03259	0.01062	0.02789	0.03259
2300	0.225	1	0.03133	0.03878	-1	0.03878	0.03878
2300	0.325	1	0.03484	0.0449	-1	0.0449	0.0449
2300	0.425	1	0.04537	0.05808	-1	0.05808	0.05808
2300	0.525	1	0.05292	0.07134	-1	0.07134	0.07134
2300	0.625	1	0.06344	0.08409	-1	0.08409	0.08409
2300	0.725	1	0.0771	0.106	-1	0.106	0.106
2300	0.825	1	0.08895	0.1168	-1	0.1168	0.1168
2300	0.925	1	0.03784	0.03221	0.01933	0.03525	0.03784
